item,freq
，,233161
。,230692
不,26416
人,20914
山,15997
无,15776
风,15634
一,15216
日,14892
云,13360
有,12670
何,12368
来,12278
天,12173
中,11405
时,11348
花,11281
上,11096
春,11051
水,11036
月,10940
相,9660
年,9538
为,9489
生,9395
君,9324
长,9149
心,9049
自,9008
如,8736
知,8651
白,8447
归,8335
此,8109
秋,8079
行,7936
见,7830
去,7759
清,7511
夜,7467
在,7416
江,7413
空,7349
得,7304
下,7302
高,7179
里,6995
未,6980
明,6804
金,6619
多,6595
门,6544
青,6478
处,6445
是,6443
客,6411
寒,6293
子,6210
落,6206
声,6195
玉,6146
千,6089
三,6039
家,5999
今,5980
雨,5939
道,5895
远,5879
事,5873
朝,5773
前,5763
万,5739
南,5738
出,5649
路,5555
飞,5534
入,5517
我,5499
东,5498
城,5439
草,5419
尽,5390
深,5362
与,5322
新,5318
流,5302
烟,5295
开,5269
树,5269
思,5239
别,5086
已,5073
回,5055
地,5035
酒,4990
欲,4990
将,4978
色,4975
谁,4975
马,4968
西,4968
还,4944
应,4845
可,4810
独,4745
闻,4719
成,4715
闲,4698
光,4663
更,4591
重,4587
向,4587
同,4491
阳,4490
雪,4458
身,4455
石,4435
望,4409
香,4385
看,4365
满,4333
游,4332
愁,4314
海,4285
老,4203
书,4202
情,4194
林,4185
衣,4176
从,4166
红,4085
古,4082
歌,4081
头,4074
难,4011
尘,3991
方,3901
楼,3879
龙,3841
复,3840
莫,3828
似,3809
旧,3805
能,3800
黄,3799
名,3778
犹,3737
分,3687
作,3628
后,3623
平,3580
到,3574
气,3566
当,3559
叶,3540
言,3536
鸟,3499
仙,3496
过,3484
间,3472
十,3464
发,3424
几,3412
离,3388
亦,3364
松,3359
王,3334
初,3312
北,3302
台,3295
起,3285
意,3276
外,3261
五,3260
非,3251
华,3250
边,3223
竹,3220
诗,3215
百,3187
大,3142
随,3131
公,3119
故,3108
暮,3100
梦,3091
宫,3077
安,3064
然,3062
醉,2991
吟,2985
少,2984
孤,2974
晚,2957
枝,2954
汉,2952
国,2951
露,2947
野,2933
文,2927
柳,2927
神,2926
阴,2906
世,2902
之,2886
终,2876
坐,2809
所,2794
霜,2778
若,2775
碧,2768
好,2763
绿,2762
幽,2761
关,2750
轻,2745
临,2741
逢,2741
河,2726
波,2721
留,2714
岁,2713
问,2710
微,2699
四,2697
芳,2686
泉,2677
半,2675
连,2665
池,2630
乡,2612
共,2567
影,2547
九,2545
岂,2541
须,2539
期,2520
小,2519
翠,2518
近,2518
馀,2505
曲,2496
因,2493
庭,2465
惊,2459
经,2452
照,2451
两,2448
断,2445
乐,2434
吹,2420
双,2405
溪,2395
遥,2382
动,2359
残,2344
晓,2336
曾,2325
正,2313
寻,2307
忆,2301
物,2295
对,2292
垂,2265
静,2260
苦,2260
却,2258
舟,2258
居,2244
悲,2244
鹤,2218
笑,2210
木,2194
先,2187
沙,2183
才,2177
者,2171
楚,2169
峰,2164
紫,2163
夕,2148
鸣,2135
星,2131
凤,2126
常,2106
语,2106
依,2104
和,2098
苍,2097
又,2087
只,2086
久,2084
怜,2081
泪,2073
唯,2072
鱼,2070
忽,2068
以,2067
浮,2062
车,2061
至,2053
登,2047
通,2040
景,2030
官,2023
二,2020
恩,2009
且,2008
宿,1998
数,1995
传,1995
早,1992
听,1989
转,1983
爱,1976
雁,1971
合,1971
堪,1961
女,1960
真,1948
散,1938
怀,1936
陵,1933
虚,1923
寂,1923
绝,1921
送,1915
灵,1900
使,1894
丹,1893
园,1886
病,1877
川,1869
恨,1868
疏,1866
吾,1863
萧,1862
堂,1859
舞,1854
帝,1850
主,1842
寄,1824
穷,1824
秦,1812
其,1804
州,1789
火,1785
昔,1780
节,1777
窗,1774
太,1767
觉,1766
死,1766
悠,1762
足,1753
兴,1748
乱,1746
皆,1743
手,1739
兮,1726
暗,1724
始,1720
亲,1716
待,1706
容,1702
霞,1699
带,1696
迟,1696
田,1694
罗,1693
往,1684
珠,1680
僧,1679
阁,1671
凉,1670
会,1660
于,1656
信,1652
晴,1650
休,1642
画,1642
兰,1641
剑,1637
湖,1636
虽,1622
尚,1613
桃,1613
首,1608
识,1606
度,1605
隔,1604
燕,1604
逐,1603
胜,1603
圣,1594
征,1591
功,1590
隐,1589
辞,1588
洞,1585
直,1576
斜,1567
夫,1565
群,1565
移,1556
绕,1556
含,1552
岸,1547
士,1545
亭,1539
步,1529
儿,1529
愿,1527
徒,1524
谢,1524
贤,1521
杯,1519
伤,1518
欢,1515
丝,1502
胡,1500
浪,1496
令,1491
学,1480
倚,1480
争,1478
颜,1471
军,1468
琴,1467
结,1466
羽,1462
卧,1454
寺,1451
皇,1449
拂,1447
解,1446
疑,1440
荒,1437
尔,1436
师,1433
立,1428
朱,1427
横,1423
桂,1421
眼,1421
贵,1420
郎,1415
镜,1414
忧,1413
殿,1410
用,1410
化,1398
锦,1398
吴,1395
交,1387
食,1386
飘,1385
翻,1380
塞,1378
啼,1377
便,1377
乘,1371
迹,1366
命,1366
薄,1361
骑,1359
岩,1353
钟,1348
药,1348
定,1340
易,1329
异,1329
栖,1327
惜,1326
德,1326
忘,1316
映,1315
力,1315
灯,1312
求,1311
兵,1310
劳,1309
说,1309
苔,1308
臣,1308
卷,1304
喜,1293
著,1291
谷,1289
洛,1289
弦,1281
音,1274
猿,1273
本,1264
六,1260
饮,1260
及,1258
念,1252
杨,1252
船,1252
遗,1249
径,1248
教,1243
斗,1243
荣,1238
他,1225
由,1218
细,1214
迎,1213
冷,1211
素,1210
暖,1207
阙,1206
稀,1206
即,1204
感,1201
折,1199
湘,1199
摇,1195
条,1194
惟,1193
极,1187
干,1186
贫,1186
都,1185
偏,1185
魂,1183
口,1179
低,1178
衰,1176
玄,1167
侯,1165
面,1162
顾,1162
住,1161
梁,1159
桥,1155
轩,1153
章,1153
眠,1147
引,1144
渐,1143
但,1141
报,1138
息,1137
蓬,1137
鬓,1136
良,1135
彩,1134
取,1130
八,1127
掩,1119
鼓,1115
论,1115
变,1112
莲,1109
战,1109
怅,1108
缘,1106
美,1103
纷,1103
元,1100
骨,1100
越,1099
目,1097
片,1096
持,1094
想,1093
宁,1093
接,1092
频,1090
邻,1090
倾,1085
暂,1082
武,1081
悬,1081
帘,1081
禅,1079
破,1077
宜,1077
叹,1073
守,1068
礼,1067
载,1066
傍,1060
迷,1058
鸡,1056
凝,1052
户,1050
洲,1048
枕,1046
帆,1044
冰,1042
罢,1041
莺,1041
齐,1040
宝,1035
盘,1029
佳,1027
京,1026
土,1025
虎,1021
村,1020
许,1018
钓,1018
泥,1017
伴,1015
任,1014
采,1013
必,1012
俗,1011
永,1009
昏,1005
失,1003
沉,1000
沧,1000
眉,1000
御,998
井,997
精,984
鸿,981
李,978
梅,977
郡,976
内,975
敢,975
携,972
岭,970
沈,970
根,965
观,962
浦,959
既,958
狂,955
肠,954
原,953
收,953
幸,952
字,951
床,951
尊,949
室,946
诸,946
管,945
急,944
冥,944
壁,934
指,933
仍,932
晨,931
每,926
银,924
理,923
雄,921
渔,920
夏,919
张,917
那,916
蝉,914
茫,914
举,913
岳,912
冠,911
藏,909
称,908
吏,907
全,906
阶,905
众,905
侵,905
周,903
积,901
繁,901
机,899
恐,899
旌,898
雾,894
旗,891
尺,890
赏,888
七,887
封,887
府,886
兹,885
最,881
性,875
比,873
遇,871
兼,868
殊,866
形,865
英,863
盛,859
承,858
况,855
惭,855
寥,855
闭,854
湿,852
竟,851
攀,849
扬,848
图,847
烛,847
哀,847
泛,846
把,846
被,843
乃,841
渡,841
陈,839
销,838
种,837
危,836
房,834
计,834
昨,831
赋,829
凄,828
荷,826
端,825
角,825
喧,822
笔,820
怨,819
消,814
负,813
苑,812
翁,812
涯,812
乌,809
孙,809
点,808
调,808
嗟,807
业,806
宴,805
抱,804
列,803
斋,803
绣,801
鸾,801
没,799
舍,798
泽,797
桑,795
催,794
轮,793
纵,792
凭,791
遍,788
丛,788
象,788
粉,787
遂,786
词,785
代,784
势,782
宵,781
凌,780
惆,780
拜,779
走,779
席,778
荆,777
各,773
牛,773
参,772
浅,771
瑶,770
屋,770
艳,769
枯,769
再,768
修,768
童,767
蜀,767
句,765
漏,762
并,762
题,762
营,759
甘,754
禁,753
肯,751
旅,751
赤,750
馆,749
奇,747
丘,747
津,747
驱,746
访,744
绮,743
降,743
笼,743
偶,743
潮,742
雷,742
筵,741
短,740
志,735
烧,732
勤,732
毛,731
放,730
弄,729
盖,728
咏,728
盈,726
沾,725
第,724
霄,724
禽,723
披,719
衔,719
强,719
挂,717
陌,713
妆,712
历,712
炉,711
戎,710
投,709
底,708
扫,706
妾,705
昼,704
塘,703
滴,703
琼,702
漫,701
而,697
涧,694
程,694
诚,693
钱,693
壮,690
菊,688
辉,684
灭,684
荡,683
巢,681
潭,681
背,679
史,679
途,677
襟,677
宾,677
迢,677
棹,675
俱,673
借,673
宅,670
达,665
净,663
利,661
穿,659
响,657
帐,657
潜,656
袖,655
羡,650
献,648
源,647
渚,646
墙,646
奏,645
殷,645
差,644
杀,644
壶,643
覆,643
存,641
圆,640
避,640
厌,639
斯,639
拟,637
要,637
茅,633
养,632
郊,632
巴,632
耕,631
市,629
屏,627
拥,626
赠,626
寞,626
境,625
旋,623
牵,621
广,619
升,618
县,618
呼,618
就,616
恋,616
唱,615
杳,613
奉,612
弟,612
鸳,609
洒,608
澄,607
幕,607
院,606
雕,605
驾,604
服,604
愧,603
添,603
法,603
刀,602
漠,601
属,601
腰,601
策,598
郭,598
嘉,596
萝,596
实,595
侍,595
卿,594
檐,591
招,590
弹,590
泣,590
哭,590
受,588
密,587
哉,586
仰,585
桐,585
遣,585
诏,585
弃,584
或,582
陶,580
奈,577
浩,577
庙,575
嫌,575
夷,574
曙,572
阑,572
尝,572
威,571
也,569
疾,566
儒,565
翼,564
义,563
冬,563
耳,563
聊,561
叠,560
巾,560
省,558
饥,558
驰,557
限,557
追,555
峡,555
商,554
怪,554
丈,553
试,553
杜,553
淮,552
歇,551
妇,551
篇,550
停,549
寿,549
血,548
倒,545
锁,545
羞,543
昭,542
陇,542
迥,539
丽,539
娇,539
坛,539
鞭,539
友,539
宗,538
际,538
洗,538
驻,537
鳞,537
庐,536
笙,536
系,535
瑞,534
严,534
畔,534
秀,531
扇,530
蝶,530
苏,529
浓,528
母,528
窥,527
候,527
鹿,526
延,526
逸,525
侣,525
裳,524
伊,524
彼,524
适,523
岛,523
醒,523
趋,523
层,522
除,522
埃,521
簪,518
辛,517
鬼,517
布,516
雀,516
宇,515
郁,514
柏,514
致,514
阔,514
虫,514
涛,512
富,511
忍,510
迁,508
鼎,508
黑,508
果,508
羁,508
韵,507
谓,507
佩,506
济,506
止,506
蒙,505
劝,505
荐,503
驿,502
冲,500
甲,499
戍,498
推,497
杖,497
睡,497
熟,496
兄,496
政,495
邑,494
零,494
扶,492
肃,491
表,490
扉,489
樵,489
险,488
堤,488
贱,488
辰,486
乍,486
仪,484
咽,484
杂,483
印,483
改,481
壑,481
委,480
话,480
买,480
抛,480
累,479
场,477
蒲,476
余,473
固,471
鲜,470
纤,470
奔,470
烦,470
射,470
读,470
懒,469
促,468
集,466
展,466
杏,466
切,465
索,464
尧,463
霁,463
瑟,463
免,462
笛,461
戈,461
虏,461
汝,461
佛,460
伏,460
芙,459
摧,459
环,459
退,458
崖,457
祖,456
陪,455
腾,455
顶,455
槛,454
履,454
酌,454
铜,454
寸,453
恶,453
网,453
造,453
父,452
旷,451
钩,450
梧,450
酬,449
了,449
裁,448
妙,447
姓,446
澹,446
暑,446
炎,445
进,445
写,444
勿,442
支,442
畏,442
返,440
屈,440
袅,440
衡,439
巫,439
焚,438
痕,437
篱,436
托,435
仁,435
座,434
蓉,432
弓,431
次,431
脱,431
晖,430
阻,430
贞,429
味,429
堕,429
司,428
渭,428
符,428
芜,428
振,427
甚,427
雅,426
翩,426
姿,424
丰,423
珍,423
鹭,423
刘,423
箫,422
羊,422
请,422
亡,421
记,421
宣,421
柱,421
泊,421
己,420
觞,419
裴,419
侧,418
曹,418
赐,417
旦,417
违,416
宠,416
鸥,416
律,415
吐,415
蛾,415
磬,413
号,413
换,413
善,412
灰,411
箭,410
岐,410
乾,410
益,410
犬,410
绵,409
朔,408
芝,408
宛,408
踪,407
霭,406
束,406
巷,406
压,405
聚,404
挥,404
资,404
激,403
左,403
竿,403
戏,402
茶,402
萦,401
染,401
砌,399
置,399
视,399
翰,399
掌,398
伯,395
凰,395
娥,395
宦,395
态,394
踏,394
栽,394
猎,393
潇,392
建,389
咸,389
织,389
团,389
位,388
废,386
唐,386
凋,384
农,384
妨,384
陆,384
谋,384
占,383
饶,383
总,382
峨,382
樽,381
妻,381
豪,380
竞,380
讵,379
触,379
嘶,379
坠,378
稍,378
滞,377
啸,376
社,376
右,375
鲁,374
夸,374
籍,374
启,373
舒,373
惠,373
庆,372
毫,372
禄,372
体,371
齿,371
氛,370
欹,369
谈,369
敛,369
氏,369
尾,369
界,369
忠,368
焉,368
役,367
肉,367
民,366
冻,366
貌,366
运,365
施,365
值,364
润,364
鸯,364
渺,364
兔,363
缨,363
藤,362
龟,362
崇,361
屡,359
愚,359
蛮,358
予,357
飒,357
蹄,357
魄,356
裘,356
巡,355
闺,355
彻,355
蛇,354
铁,354
蘋,353
趣,351
谒,351
蕊,350
濛,349
皎,348
虑,348
霏,348
弱,347
徐,346
汀,346
旆,345
矣,345
潺,345
舆,344
洁,344
嵩,344
个,344
莱,343
欺,343
慵,343
觅,342
仗,341
融,341
约,340
刺,340
鹊,340
辇,339
丁,339
埋,339
误,339
溟,338
泠,336
瞻,335
寝,335
工,335
偷,335
簟,335
纱,334
穴,333
餐,333
碎,333
辨,333
翔,333
敌,332
坤,332
质,331
保,331
惨,331
浑,331
斑,330
递,330
提,329
私,329
墨,329
锡,328
单,327
鞍,327
槐,327
淡,327
昆,326
防,326
芦,326
默,326
宽,326
昌,325
倦,324
康,324
梨,324
术,324
滨,323
量,323
领,323
饭,323
祥,322
击,322
晋,322
辟,322
棋,322
福,321
简,321
假,321
贪,320
淹,319
继,319
排,319
续,317
森,317
魏,317
暇,316
班,316
弥,315
衢,315
鸦,315
制,314
祠,314
减,313
巧,313
枫,313
袍,312
末,312
凡,312
酣,311
遮,311
柴,311
虹,310
隅,310
藓,310
蕙,310
邀,309
戚,309
联,309
剪,309
囊,308
赖,308
耀,307
围,306
阵,305
沟,305
牙,305
绶,304
助,304
羸,304
男,304
反,303
栏,303
滩,303
悟,302
堆,301
藻,301
铺,300
暝,300
萍,299
牧,298
温,298
坚,298
俯,297
洪,297
护,297
麻,297
坟,296
岑,296
钗,296
腊,296
瘦,295
乞,295
麟,294
汗,294
雏,294
瓶,294
等,294
健,293
茂,292
凿,292
镇,292
贾,292
逾,292
晏,292
肥,292
瘴,292
则,291
孔,290
捧,290
叟,290
热,290
毕,290
辈,290
卫,289
类,289
街,289
磨,289
佐,288
烂,288
帷,287
廊,286
阿,286
维,286
贺,286
执,285
戴,285
玩,284
兽,283
掷,283
萤,282
妃,282
略,282
姑,282
谏,281
厚,281
吞,281
岫,280
仲,280
株,280
匣,279
悴,279
岚,279
脉,278
耿,277
蛟,277
叫,277
柔,276
器,276
浊,276
加,276
拙,276
材,275
焰,275
泰,275
虞,275
探,275
渠,275
绛,275
砧,275
赵,275
戟,274
备,274
超,274
怕,274
赊,274
妖,273
规,273
娟,273
橘,273
韶,272
夹,272
翅,270
衫,270
骚,270
皋,269
慰,269
宋,269
笳,267
璧,267
滋,267
颠,267
谪,267
裙,266
电,265
纶,265
鹰,265
抚,264
刻,264
嫁,264
纸,263
萋,263
濯,262
午,262
遭,262
宰,262
匹,261
皓,261
摘,260
苗,260
枉,260
欣,259
辽,259
颇,258
黛,258
搜,257
抽,257
偃,257
涕,257
区,256
漾,256
狼,256
希,256
碑,256
蒿,256
饱,256
庶,255
卜,255
炼,255
职,254
骄,254
筑,253
瀑,253
缕,253
稻,253
梯,252
乔,252
吊,252
伫,251
墀,251
卑,251
霓,251
鉴,251
灞,251
宸,250
菲,249
恣,249
缀,248
署,248
榆,247
跃,247
习,247
扰,247
扁,247
啄,246
供,246
娱,245
庄,245
忙,245
标,245
垣,245
慕,244
梳,244
莎,244
价,244
契,243
笋,243
菱,243
拾,243
茎,243
装,242
勋,242
薰,242
麦,242
腹,241
耻,241
夺,241
嫩,240
嶂,239
絮,239
闱,239
袂,239
孝,238
颓,238
垒,238
冤,238
卖,238
沦,238
让,237
憔,237
困,237
孟,237
舜,236
赴,236
典,235
藉,235
黍,235
寐,235
认,235
览,234
襄,234
赫,234
馨,234
仆,234
楫,233
爽,233
忝,232
艰,232
疲,232
谩,232
逼,230
穆,230
否,230
朋,230
瓦,230
杉,230
练,229
状,229
智,229
蔽,229
权,229
选,229
汤,228
禹,227
媚,227
矜,227
睹,227
悄,227
妍,226
膏,226
塔,226
珮,225
凫,225
顷,225
料,225
浸,225
透,225
授,224
蚕,224
涨,224
拔,223
输,223
校,223
阮,223
蔓,222
呈,222
旬,222
稽,222
唤,222
敬,221
卢,221
绪,221
姬,221
猛,221
稳,221
逍,221
烽,220
整,220
纪,219
卒,219
植,219
乳,219
珊,219
韩,218
沼,217
注,217
季,216
怒,216
蹉,216
鲸,215
脚,214
鹦,214
曳,213
祀,213
脸,213
簇,213
稚,213
科,212
朽,212
涉,212
僻,212
窟,212
钿,212
错,211
狐,211
葛,211
遐,210
告,210
般,210
闾,209
碛,209
跎,209
丧,209
绳,208
案,208
氲,208
腥,208
妓,208
朗,207
插,207
丞,207
秉,207
格,207
鬟,207
葬,207
圃,206
晦,206
祝,206
陂,206
央,205
攒,205
握,205
增,205
打,205
答,205
妒,205
决,204
巨,204
的,204
贼,204
尉,203
隋,203
软,203
媒,203
毒,203
函,202
邦,202
倍,202
砂,202
飙,202
蜂,202
敲,202
部,202
祸,202
奴,202
郢,202
败,201
辱,201
呜,201
耸,200
粟,200
冢,200
棘,199
蟾,199
专,199
鼠,199
谿,199
戒,198
伐,198
族,198
渴,198
榻,198
雉,197
烈,197
驭,197
具,197
讲,197
架,196
液,196
瀛,196
怯,196
顺,196
崔,196
议,196
辕,196
牢,195
活,195
郑,194
操,194
彭,194
寰,194
慈,194
胸,194
眷,193
伦,193
秘,193
喷,193
浴,193
罪,193
兀,193
骢,193
翮,193
均,192
梵,191
棠,191
裾,191
乎,191
傲,191
速,191
鹉,191
孰,190
薜,190
旁,190
衾,190
缺,189
湲,189
槎,189
舌,189
翡,188
逝,188
扑,188
惹,188
冉,188
勒,187
徊,187
障,187
掖,187
眇,187
亩,187
桡,186
滑,186
逃,186
损,186
编,185
锋,185
傅,185
缓,185
漂,185
慢,184
汲,184
誓,183
设,183
尤,183
序,182
榜,182
恒,182
乖,182
庾,182
躬,181
博,181
补,181
迤,181
蒸,181
烹,181
翳,181
潘,181
辙,180
敷,180
裂,180
骊,180
涂,180
召,180
域,179
算,179
品,179
务,178
组,178
恭,178
柯,178
申,178
冕,178
迸,178
冈,178
屯,177
澜,177
髻,177
琐,176
寇,176
铅,176
廷,176
蹋,176
邪,175
蚁,175
苟,175
厨,175
混,174
栋,174
效,174
颂,174
皮,174
煎,174
亚,174
臂,174
坏,174
蹇,174
匡,173
篁,173
瓜,173
梢,173
胆,173
救,173
蕃,172
牖,172
噪,172
顿,172
夭,172
霸,172
豁,172
肩,171
蓝,171
貂,171
充,170
缄,170
羌,169
震,169
峻,169
蔼,169
鼙,169
付,169
特,169
悔,169
帽,169
线,169
崩,169
蔬,169
骏,168
浆,168
檀,168
肌,168
莓,168
熏,167
筹,167
匪,167
犀,167
碍,167
惬,167
眺,166
婵,166
刃,166
鹏,166
扃,165
棱,165
贡,165
箧,165
禾,164
旨,164
谣,164
拨,164
沽,164
笺,164
截,163
俄,163
费,163
优,163
狎,163
葱,162
溜,162
蟠,162
污,162
叔,162
局,162
疆,162
藜,162
缠,162
惯,162
