item,freq
黐,3
偬,3
丐,3
鳄,3
蠃,3
跽,3
颏,3
簁,3
腿,3
猧,3
玓,3
瓅,3
褎,3
臑,3
佥,3
笆,3
嗄,3
饩,3
熇,3
趑,3
趄,3
唁,3
炒,3
黁,3
罻,3
胛,3
殑,3
瞎,3
谜,3
掐,3
踦,3
搊,3
蚬,3
鳲,3
酗,3
璺,3
刲,3
賝,3
纴,3
璪,3
稹,3
蝝,3
蚳,3
赃,3
嗫,3
嚅,3
鍧,3
胞,3
憁,3
鹕,3
筤,3
鬇,3
鬡,3
铫,3
粜,3
蕟,3
酅,3
糕,3
颅,3
郏,3
鄏,3
劻,3
剂,3
菸,3
蟛,3
硫,3
碟,3
弮,3
垩,3
廒,3
腷,3
朿,3
莩,3
婑,3
髆,3
狠,3
釱,3
鹬,3
紊,3
痟,3
阄,3
俣,3
譀,3
逭,3
揠,3
帩,3
嚗,3
泂,3
陊,3
蜞,3
疥,3
瓟,3
瑊,3
隵,3
瓿,3
挶,3
擗,3
璈,3
瞠,3
灊,3
怩,3
挣,3
搵,3
缜,3
圠,3
噇,3
屎,3
畯,2
壝,2
煠,2
旞,2
敔,2
饎,2
珽,2
藨,2
跱,2
溓,2
忾,2
胖,2
蟜,2
毖,2
铏,2
甒,2
滮,2
凘,2
藾,2
钑,2
鍮,2
駖,2
聂,2
禜,2
稙,2
骣,2
鎚,2
鳝,2
苈,2
竫,2
杙,2
趗,2
髤,2
轵,2
祊,2
幪,2
昶,2
薯,2
蓣,2
麨,2
轪,2
墄,2
饁,2
钮,2
镕,2
莛,2
忱,2
泆,2
盬,2
媞,2
啴,2
漎,2
厝,2
鞟,2
眚,2
亳,2
觺,2
蒀,2
榰,2
缌,2
杈,2
瀵,2
窋,2
鎛,2
蛉,2
洚,2
萑,2
抠,2
嶛,2
绺,2
轒,2
抒,2
汐,2
萐,2
婗,2
戃,2
濙,2
绌,2
搥,2
窌,2
瞀,2
醥,2
郯,2
鵕,2
鸃,2
螉,2
皈,2
咥,2
躨,2
跜,2
矇,2
騊,2
駼,2
媮,2
猵,2
徕,2
縯,2
梐,2
枑,2
潆,2
眶,2
慆,2
岊,2
仳,2
岵,2
窳,2
铪,2
迳,2
黕,2
穊,2
鳸,2
嶅,2
獗,2
儓,2
舵,2
笴,2
僴,2
楥,2
佽,2
鎗,2
黪,2
適,2
梼,2
鳗,2
祏,2
鞳,2
踆,2
嵂,2
嶱,2
咷,2
轾,2
峞,2
尪,2
窀,2
駪,2
楢,2
彖,2
鸹,2
墍,2
帢,2
穾,2
榉,2
鲑,2
郫,2
柈,2
淰,2
箐,2
荩,2
塉,2
奰,2
秞,2
浘,2
禧,2
梫,2
橚,2
梴,2
嶘,2
瘀,2
嵺,2
窊,2
珈,2
錏,2
鍜,2
繂,2
踸,2
蹢,2
鲦,2
勣,2
茙,2
螾,2
祃,2
芩,2
铠,2
遰,2
窝,2
璩,2
玼,2
幮,2
襕,2
缏,2
戕,2
詧,2
慥,2
嵕,2
廞,2
襻,2
卺,2
紃,2
龀,2
髧,2
恇,2
踧,2
踖,2
耇,2
岔,2
饾,2
鬝,2
狃,2
僦,2
薿,2
鸺,2
吺,2
潬,2
輗,2
剞,2
劂,2
鹣,2
垡,2
侹,2
澾,2
筳,2
奡,2
郜,2
匦,2
睗,2
窾,2
靷,2
箘,2
肾,2
俙,2
嚄,2
臀,2
憸,2
俳,2
虥,2
鳟,2
讣,2
帨,2
丳,2
睍,2
扛,2
胮,2
肛,2
癃,2
薋,2
煼,2
倥,2
鲎,2
唶,2
狯,2
罫,2
郾,2
輴,2
苽,2
庥,2
鹎,2
蒻,2
餬,2
袚,2
粻,2
瘕,2
姱,2
劭,2
锾,2
娴,2
隟,2
蛑,2
畸,2
躏,2
煽,2
嗛,2
髐,2
怦,2
裓,2
熛,2
膈,2
翌,2
嗉,2
邬,2
廖,2
瑽,2
抆,2
罤,2
磓,2
鯹,2
喢,2
洺,2
窆,2
傀,2
眨,2
燂,2
僎,2
愎,2
韂,2
毾,2
忪,2
鞓,2
鲕,2
褶,2
涷,2
簝,2
铤,2
嗗,2
眹,2
呐,2
諵,2
綟,2
颒,2
埘,2
狰,2
怗,2
埂,2
阽,2
僇,2
症,2
僜,2
胀,2
呙,2
啀,2
檞,2
痎,2
泅,2
羜,2
镩,2
邘,2
砦,2
燐,2
輠,2
淆,2
骹,2
垛,2
咙,2
氾,2
趵,2
璟,2
謥,2
呿,2
珙,2
圢,2
盯,2
痡,2
絇,2
倖,2
餱,2
紖,2
俫,2
樀,2
殍,2
瞌,2
焱,2
咻,2
瓤,2
褾,2
某,2
蓰,2
籊,2
齶,2
莪,2
蝈,2
瑳,2
堋,2
眓,2
喌,2
穜,2
酕,2
醄,2
噰,2
鮹,2
尨,2
餍,2
幖,2
婥,2
鞔,2
摋,2
劼,2
弇,2
鰌,2
柹,2
蛦,2
鈋,2
痔,2
瞍,2
廌,2
鬅,2
雭,2
鉎,2
碪,2
筥,2
耍,2
馑,2
洵,2
咩,2
呴,2
泐,2
啘,2
塑,2
茉,2
莉,2
麖,2
嚏,2
簺,2
镏,2
惔,2
撦,2
呫,2
哄,2
笯,2
猭,2
艒,2
蟚,2
瘃,2
肭,2
噱,2
毣,2
遛,2
瘇,2
玎,2
璚,2
栟,2
攂,2
毿,2
峉,2
礊,2
鸓,2
癣,2
艖,2
粣,2
罱,2
枲,2
滫,2
蚴,2
篓,2
饽,2
黴,2
摷,2
獑,2
杴,2
螊,2
蕝,2
矼,2
鎞,2
苮,2
襹,2
跫,2
墢,2
氃,2
氋,2
炁,2
刿,2
汊,2
腒,2
渫,2
恚,2
撶,2
筰,2
螖,2
睬,2
摒,2
虩,2
檇,2
梃,2
蝤,2
黉,2
泙,2
鞇,2
愯,2
噩,2
澼,2
靠,2
瀹,2
佼,2
黟,2
綀,2
淦,2
迄,2
龑,2
戙,2
蠙,2
噒,2
嫈,2
嫇,2
喤,2
硜,2
拲,2
婠,2
妠,2
蝹,2
矬,2
鹁,2
蘘,2
醦,2
阉,2
唝,2
侗,2
诐,2
荍,2
圪,2
箩,2
榸,2
擉,2
俋,2
怎,2
做,2
惣,2
袾,2
淈,2
猢,2
狲,2
岈,2
姐,2
霋,2
鲰,1
嶾,1
鄹,1
濊,1
柷,1
傧,1
餴,1
禩,1
钖,1
銙,1
拼,1
倢,1
縩,1
飉,1
鶤,1
鲟,1
躝,1
熸,1
緹,1
柎,1
晅,1
嵰,1
蚡,1
絓,1
禫,1
蚑,1
憺,1
嵥,1
鄬,1
鄀,1
羵,1
矖,1
斌,1
葐,1
脽,1
嵔,1
蓥,1
簃,1
媟,1
殣,1
礒,1
萯,1
鈜,1
姣,1
眴,1
豝,1
纕,1
侘,1
傺,1
阋,1
襮,1
捄,1
僖,1
襚,1
垌,1
榥,1
輤,1
侲,1
峿,1
钊,1
盭,1
郃,1
诒,1
嫛,1
锹,1
汛,1
隥,1
蕡,1
谳,1
洹,1
燬,1
鲨,1
疈,1
镉,1
蚪,1
滈,1
砝,1
翀,1
豨,1
嵡,1
糒,1
曭,1
鄄,1
埳,1
硼,1
簵,1
碻,1
磝,1
薖,1
浉,1
坨,1
椇,1
瀌,1
韡,1
譾,1
滍,1
浡,1
巿,1
鸒,1
駷,1
煊,1
舔,1
舕,1
毐,1
堌,1
涞,1
蹳,1
锈,1
穞,1
飍,1
袗,1
忺,1
祶,1
璐,1
滦,1
轥,1
蝌,1
矑,1
奎,1
噂,1
騋,1
礌,1
匌,1
剁,1
駃,1
堮,1
瀩,1
澴,1
狨,1
鴐,1
趿,1
杻,1
昈,1
鈚,1
榞,1
搤,1
哜,1
蕞,1
腆,1
溔,1
蔯,1
棆,1
郪,1
漰,1
棙,1
飁,1
抏,1
桉,1
桶,1
餮,1
櫐,1
拮,1
滏,1
瓀,1
銍,1
鷠,1
襰,1
愵,1
栭,1
禘,1
秈,1
橎,1
槢,1
椲,1
櫁,1
瘱,1
篻,1
橞,1
麧,1
藖,1
灒,1
熂,1
燝,1
禷,1
鱏,1
憍,1
攃,1
鎝,1
矐,1
萚,1
渀,1
浕,1
霃,1
韎,1
瀖,1
瀜,1
悝,1
磾,1
赟,1
礓,1
恄,1
扐,1
溴,1
嫚,1
鹾,1
扩,1
嫧,1
蒍,1
肄,1
唽,1
鷤,1
僸,1
缞,1
阼,1
刌,1
婐,1
磢,1
诂,1
噣,1
堛,1
怐,1
愗,1
鼬,1
譳,1
饙,1
馏,1
姤,1
酭,1
霣,1
髂,1
輵,1
踼,1
窙,1
蟩,1
狘,1
鷢,1
猲,1
躡,1
菢,1
珓,1
痁,1
伾,1
揃,1
韅,1
禨,1
爊,1
縓,1
膰,1
谽,1
釂,1
腭,1
赝,1
汕,1
薍,1
髿,1
駏,1
駬,1
耔,1
媕,1
呞,1
嵼,1
矕,1
哤,1
骴,1
箄,1
倕,1
觰,1
眵,1
妷,1
吷,1
蠔,1
哈,1
皰,1
淖,1
弨,1
坲,1
耵,1
聍,1
噍,1
撕,1
瞶,1
欂,1
輷,1
輘,1
繣,1
欙,1
噌,1
吰,1
囐,1
痱,1
癗,1
苯,1
穮,1
砗,1
磲,1
溵,1
胾,1
甈,1
鷔,1
熯,1
琫,1
秅,1
犘,1
煆,1
蕸,1
眭,1
齄,1
豭,1
鷨,1
浈,1
狦,1
獌,1
憪,1
瀄,1
鰅,1
鳙,1
狵,1
庨,1
酙,1
鱽,1
鼛,1
焄,1
罃,1
膇,1
禬,1
罦,1
槥,1
郈,1
蹠,1
僁,1
紬,1
謷,1
舋,1
硊,1
裼,1
栜,1
屳,1
樏,1
豩,1
餘,1
楝,1
佝,1
隃,1
蔵,1
柣,1
蛣,1
汔,1
倮,1
柧,1
椾,1
胔,1
傭,1
沲,1
浤,1
齖,1
齱,1
颰,1
擭,1
鲇,1
鳢,1
珞,1
掴,1
蔾,1
莴,1
躘,1
琲,1
瓃,1
掫,1
餫,1
窬,1
硝,1
飂,1
踍,1
礜,1
胘,1
潠,1
【,1
…,1
】,1
悺,1
鯈,1
檉,1
蠵,1
瀯,1
廿,1
輓,1
狢,1
舥,1
琭,1
柤,1
臡,1
訧,1
瀎,1
枒,1
赇,1
綛,1
鷣,1
癏,1
黫,1
觼,1
嬾,1
苙,1
姞,1
昞,1
襵,1
憘,1
,1
錞,1
竣,1
犉,1
酘,1
枮,1
瑿,1
鯾,1
碱,1
鎩,1
弸,1
黬,1
崴,1
鯄,1
鞙,1
黖,1
鐶,1
麃,1
铇,1
螃,1
螌,1
蛜,1
蝛,1
虙,1
瀴,1
晛,1
菇,1
碜,1
睺,1
绖,1
甽,1
穉,1
肦,1
谚,1
惉,1
沇,1
笡,1
腯,1
蜋,1
笲,1
墺,1
滃,1
镔,1
锺,1
阌,1
泜,1
诖,1
蜷,1
蹜,1
洱,1
硙,1
莨,1
煜,1
鞫,1
衄,1
霶,1
甋,1
褣,1
橄,1
榄,1
簈,1
檎,1
僬,1
訢,1
覙,1
燉,1
姉,1
惙,1
埇,1
盒,1
盝,1
蚏,1
昒,1
冁,1
疋,1
蜾,1
朘,1
珏,1
旺,1
鋾,1
攉,1
韍,1
壀,1
堄,1
镠,1
阬,1
濴,1
噓,1
瘉,1
蜲,1
蘗,1
鈌,1
揳,1
猓,1
桫,1
椤,1
睋,1
佻,1
荖,1
揁,1
葼,1
螵,1
闶,1
絸,1
麂,1
桕,1
埽,1
袎,1
樔,1
姆,1
躐,1
鉟,1
槬,1
僛,1
釦,1
蠀,1
娀,1
谡,1
艄,1
髲,1
呰,1
娣,1
恌,1
羉,1
罿,1
肶,1
礱,1
傈,1
衉,1
搉,1
咈,1
陑,1
綮,1
櫺,1
鼮,1
郓,1
湊,1
樧,1
齯,1
怔,1
缎,1
袝,1
芄,1
碡,1
佷,1
韣,1
峗,1
慽,1
襋,1
玞,1
胱,1
樬,1
噏,1
櫑,1
虆,1
灀,1
譸,1
廙,1
觯,1
墁,1
疢,1
型,1
坪,1
掿,1
袙,1
疻,1
簰,1
瞷,1
朄,1
憓,1
茈,1
绉,1
欬,1
緛,1
蚿,1
緶,1
辁,1
嘕,1
嬛,1
篿,1
鐉,1
蹎,1
懈,1
锔,1
鮛,1
裻,1
瘯,1
蝓,1
鍑,1
枵,1
噅,1
漶,1
輂,1
杝,1
闑,1
楶,1
疖,1
纑,1
儑,1
腽,1
鞺,1
讘,1
嗒,1
斨,1
劀,1
艗,1
瘮,1
簩,1
痞,1
焌,1
榅,1
蹒,1
痑,1
鞨,1
籦,1
鯆,1
筣,1
笓,1
齁,1
棫,1
瀡,1
醷,1
鱙,1
獳,1
篣,1
.,1
韧,1
偾,1
筕,1
篖,1
菭,1
蛀,1
葌,1
柬,1
溲,1
虈,1
鳆,1
亶,1
媠,1
胏,1
栺,1
髋,1
阺,1
摫,1
扊,1
扅,1
棿,1
跐,1
皲,1
轇,1
轕,1
鶻,1
筈,1
擖,1
鋞,1
橱,1
犨,1
腪,1
嵃,1
聱,1
耴,1
酾,1
佉,1
镣,1
籧,1
筁,1
璊,1
鴚,1
廑,1
椭,1
緵,1
稑,1
硩,1
簎,1
壸,1
灇,1
柖,1
坫,1
濎,1
塸,1
埞,1
榖,1
駴,1
蜑,1
牯,1
蚛,1
嶻,1
嶭,1
棰,1
罐,1
坩,1
硐,1
帧,1
跉,1
揌,1
篊,1
餦,1
餭,1
枅,1
泖,1
椵,1
緉,1
俀,1
輨,1
摏,1
耎,1
咡,1
矾,1
楅,1
廋,1
棍,1
宄,1
罙,1
芿,1
鷖,1
簜,1
祎,1
鋗,1
踥,1
辏,1
蓏,1
鼾,1
疃,1
挻,1
厂,1
玭,1
缢,1
辣,1
瞵,1
鷾,1
鸸,1
倰,1
憝,1
蒢,1
洴,1
餧,1
懡,1
碏,1
毷,1
氉,1
儳,1
鋄,1
蓓,1
蕾,1
蔀,1
驵,1
魮,1
羑,1
獹,1
殴,1
軷,1
颟,1
顸,1
靘,1
靧,1
裤,1
煿,1
墝,1
埆,1
桯,1
囗,1
搂,1
涭,1
浞,1
譈,1
埼,1
蘪,1
柅,1
麳,1
巏,1
嵍,1
莔,1
昷,1
埊,1
圀,1
曌,1
瓓,1
筴,1
呢,1
薶,1
嬿,1
鷅,1
鬔,1
皿,1
昱,1
蘙,1
晀,1
泔,1
抻,1
瘖,1
椸,1
扤,1
趟,1
涠,1
滀,1
牣,1
媌,1
娙,1
紭,1
鬤,1
摚,1
鴼,1
韺,1
藑,1
饛,1
輣,1
蛷,1
蠑,1
蠋,1
珵,1
嶨,1
恟,1
肬,1
蛹,1
氄,1
镦,1
皠,1
澉,1
穱,1
鋜,1
诼,1
硞,1
欶,1
馤,1
忲,1
雺,1
摎,1
廥,1
慠,1
豽,1
圿,1
剟,1
奅,1
傄,1
跀,1
斖,1
椌,1
楬,1
稭,1
痆,1
秳,1
扴,1
帓,1
犗,1
嘬,1
霠,1
鴅,1
鑮,1
腗,1
臄,1
彍,1
矱,1
咢,1
撜,1
胣,1
酃,1
鬋,1
抝,1
暹,1
撺,1
瞤,1
鞈,1
绒,1
螆,1
赶,1
苷,1
玮,1
彣,1
暡,1
喍,1
腲,1
腇,1
懅,1
尿,1
羺,1
莦,1
儽,1
譣,1
怫,1
儭,1
膨,1
脝,1
蟫,1
呆,1
诽,1
儡,1
槮,1
嵾,1
愐,1
昫,1
嗌,1
嫄,1
颧,1
蠈,1
僝,1
懱,1
擦,1
絁,1
愻,1
嫓,1
獓,1
“,1
瞁,1
劁,1
戽,1
熁,1
笐,1
溻,1
凚,1
揵,1
芚,1
恞,1
瀔,1
砍,1
佪,1
浟,1
咦,1
弑,1
妊,1
摝,1
煅,1
篯,1
裰,1
俏,1
狌,1
枓,1
芫,1
柂,1
榤,1
涒,1
踝,1
袽,1
渻,1
喎,1
拇,1
逯,1
骗,1
踜,1
鞁,1
馗,1
轿,1
蜫,1
蜦,1
锣,1
莆,1
娵,1
硇,1
磁,1
馒,1
踢,1
谞,1
癞,1
嚾,1
猳,1
瑝,1
嵎,1
瓚,1
蠮,1
蛁,1
蟟,1
鄯,1
欔,1
楔,1
瘫,1
忳,1
逌,1
臮,1
頠,1
瑨,1
邾,1
淜,1
潨,1
儛,1
俛,1
軨,1
庪,1
鬙,1
槅,1
韔,1
（,1
鞑,1
邱,1
